time_seconds,PM3,PM4,PM5,PM6,PM7,PM8,CC8,CC9,CC10,PA1,SA1,CR1
1.500000000e-01,1.540685340e-05,1.419265298e-05,-1.666017213e-06,-9.127547024e-06,3.727068205e-06,1.374864897e-05,1.109636182e-05,4.376604978e-06,7.913236728e-06,-4.949998347e-06,7.991198448e-07,2.015052870e-05
1.600000000e-01,1.471821013e-06,-1.832078591e-06,5.845231569e-06,-1.332092052e-05,-9.137337693e-06,1.385416361e-05,6.251562778e-07,8.989892360e-06,-7.388220673e-07,8.252686668e-06,5.431619873e-06,-2.668612085e-06
1.700000000e-01,-3.940455017e-06,2.737097262e-06,-6.149119772e-06,-1.278624694e-05,-5.104033403e-06,-9.925438012e-08,-8.212484440e-06,-4.903646966e-06,5.540051350e-06,6.154619618e-07,-9.525019990e-06,-1.404232960e-05
1.800000000e-01,-2.275259765e-07,-4.116360941e-07,-1.376224480e-05,3.402834758e-06,5.210916824e-07,7.464168180e-06,-5.371196739e-06,-5.942198286e-06,1.667288312e-07,-8.395859214e-06,-1.761796316e-06,-1.583947426e-05
1.900000000e-01,-6.419942862e-06,-2.896583816e-06,-6.160579736e-06,3.348622774e-07,-4.051447336e-06,-1.308253849e-07,-7.791813218e-06,-3.706410726e-06,-6.348508340e-06,-8.225981881e-06,-5.472169017e-06,-1.488624954e-06
2.000000000e-01,-4.403897408e-06,-5.329122969e-06,-1.199832728e-05,-9.149738912e-06,-2.609690226e-07,-6.315825007e-06,-1.226466942e-05,-6.122076172e-06,-1.468592706e-05,-9.403455684e-06,-3.433047602e-06,8.727806331e-07
2.100000000e-01,-1.013074280e-05,-7.691105207e-06,-1.128382065e-05,-1.388439874e-05,-1.030254620e-05,-1.446035370e-06,2.213613071e-06,-6.192148536e-06,-6.107437720e-06,-1.553769097e-05,-4.402010828e-06,-1.636967257e-05
2.200000000e-01,-1.752730700e-06,-1.111614212e-05,-1.594186539e-05,5.050007852e-06,-4.683622792e-06,6.015150719e-06,-3.587168419e-06,-5.764538373e-06,8.134383057e-06,-7.915330756e-06,-5.502664755e-06,-5.824680643e-06
2.300000000e-01,1.068309378e-06,1.385638655e-06,-7.819212874e-06,-2.180599666e-06,8.309413527e-06,-1.366798934e-05,-4.136475359e-06,-1.105411861e-05,-9.777758283e-06,3.271119454e-06,4.174844002e-06,-1.965515885e-06
2.400000000e-01,-6.522711756e-06,-7.135137079e-06,2.844368379e-06,3.944133064e-06,9.255002400e-06,-3.365671752e-06,3.092166995e-06,-5.205433931e-06,3.662574485e-06,8.578545226e-06,7.428823801e-06,8.322515502e-08
2.500000000e-01,3.736133324e-07,9.923526303e-07,4.771938558e-06,1.485979651e-05,-1.429060418e-06,8.892377803e-06,-2.402816658e-06,4.322744568e-07,1.871369117e-05,-8.989708517e-07,-2.483681807e-06,1.898554695e-05
2.600000000e-01,-1.212559188e-05,3.462110590e-06,7.415786091e-07,-2.914619754e-06,1.380839431e-05,-1.176995110e-06,1.021993221e-05,8.725516998e-07,4.073498389e-06,2.790096465e-06,1.654474307e-06,-4.724707106e-06
2.700000000e-01,2.318057064e-07,1.244218583e-05,-2.873163236e-06,1.058794351e-05,-1.819670845e-06,-1.875334815e-06,6.483467765e-06,-1.029324170e-05,-2.850048098e-06,-6.193803623e-06,3.964195454e-06,4.530391363e-06
2.800000000e-01,-1.008735773e-05,-1.928930984e-06,5.001769924e-06,-1.164256598e-05,-2.199706349e-05,6.588251281e-06,-5.088914070e-06,5.153243114e-06,1.087482923e-06,-7.454325869e-06,-3.962448882e-06,-1.103499239e-05
2.900000000e-01,-6.135182268e-06,-7.659296058e-06,-8.401327766e-06,-5.608377836e-06,-8.065205002e-06,-2.339986874e-06,-6.302310075e-06,-2.284057427e-06,-4.037151026e-06,-9.769254436e-06,-4.430207602e-06,-9.742366306e-06
3.000000000e-01,-8.185684529e-06,-5.584097460e-07,-1.972338162e-05,-1.829306004e-06,8.156325192e-06,-1.920537218e-05,-2.198856451e-05,-1.215374785e-05,-7.168291084e-06,-1.849638171e-06,-9.452040782e-06,-6.962891293e-06
3.100000000e-01,5.795425291e-06,-5.623213412e-06,-1.734872872e-05,2.995018878e-06,2.268715227e-06,-4.129233090e-06,-3.676888847e-06,1.971735772e-06,4.227259163e-06,-1.866515179e-06,-3.842816602e-06,-1.773526171e-05
3.200000000e-01,-1.376822185e-05,-2.039188569e-06,-1.132702803e-06,-1.444819147e-05,-1.514399785e-06,3.581408610e-06,-9.448090365e-06,-3.324514480e-06,-1.443268875e-05,-5.151938053e-06,4.249645507e-06,-8.144136624e-06
3.300000000e-01,-1.409077896e-05,1.408611394e-05,1.236128983e-05,-1.683427142e-06,-1.293988743e-05,-1.699218379e-06,-4.165223110e-06,6.154169929e-06,1.724149926e-05,-1.271132108e-05,-2.630693491e-06,-6.191760343e-06
3.400000000e-01,3.755992209e-06,8.123448871e-06,-5.759617198e-07,4.326163515e-06,-9.035132843e-06,3.632008227e-06,1.948576391e-06,-1.722111583e-06,-4.301979382e-06,-6.709795275e-06,-1.316359211e-05,-8.964152078e-06
3.500000000e-01,3.493741347e-06,1.327679422e-05,1.431637476e-05,2.196863458e-06,2.203698097e-05,-8.033151788e-07,9.073461894e-06,2.538653262e-06,1.149556201e-05,5.770709037e-06,1.243415589e-05,-4.775204707e-06
3.600000000e-01,3.175273269e-05,-6.480513867e-06,1.934826824e-06,3.765754030e-06,9.560512732e-07,1.328877867e-05,1.289897078e-05,5.120769047e-06,1.100757879e-06,4.778849429e-06,-5.474104069e-07,1.781976400e-05
3.700000000e-01,6.601980891e-06,1.575645603e-06,1.435207541e-05,4.710484729e-07,2.299650550e-05,8.413182887e-06,1.108484623e-05,1.740975209e-05,4.679343529e-06,-4.695791830e-06,5.922238429e-06,8.726493798e-06
3.800000000e-01,5.180737216e-07,1.414600736e-05,7.995698247e-06,8.012735718e-06,7.998996445e-06,1.096319871e-05,8.901406615e-06,8.622086572e-06,5.887644923e-06,1.282480575e-05,7.573604500e-06,3.345987056e-06
3.900000000e-01,-1.887131192e-05,1.194842310e-05,2.154644794e-06,-5.314696825e-06,3.891347573e-06,-1.060700123e-05,2.066584284e-06,2.976547630e-06,7.427304220e-06,4.349370755e-06,-1.409375458e-05,7.930991735e-06
4.000000000e-01,1.885180065e-06,-1.957982870e-05,-7.398434635e-06,3.765540629e-06,-5.792531996e-06,1.060104525e-05,-6.288178345e-06,4.038286174e-06,-3.400046945e-06,-1.006032365e-05,-5.926421222e-06,2.476238553e-06
4.100000000e-01,-1.171181027e-05,-6.173972476e-06,6.648490286e-07,-2.176148283e-06,5.154591354e-06,7.228723581e-06,-2.473489012e-06,-1.225912801e-05,-6.973717323e-06,-1.433169449e-05,-4.149400468e-06,-2.420635049e-06
4.200000000e-01,3.756143762e-06,-8.850324749e-06,2.046257132e-06,-5.795838525e-07,-1.867166551e-06,-6.584909894e-06,-5.935866083e-06,-1.494379028e-06,-8.313897831e-07,-1.758693622e-05,5.567476776e-06,6.274196256e-06
4.300000000e-01,1.600778869e-06,7.849167377e-06,-1.939787756e-06,-2.165170612e-06,-3.594978777e-06,6.194910095e-06,7.012010450e-06,1.778700378e-06,4.687178721e-06,3.968640961e-06,8.487669698e-06,4.185819057e-06
4.400000000e-01,5.832900781e-06,-1.461359398e-06,1.743285725e-06,1.374013454e-06,-1.406525867e-06,9.862688745e-07,-1.073861635e-06,1.087671128e-05,5.296962607e-06,-8.210813812e-06,-6.878113113e-07,8.879779217e-06
4.500000000e-01,1.728369916e-05,4.013564851e-06,7.156074517e-06,-6.698629896e-06,1.306555219e-05,6.147458606e-06,5.733521506e-06,3.926272585e-06,-9.760040691e-07,1.208686665e-05,1.028650652e-06,5.883676758e-06
4.600000000e-01,1.918011720e-05,-3.248710993e-06,4.093957234e-06,5.138474666e-06,1.712012712e-06,1.053524854e-05,3.107787021e-06,1.338043643e-06,3.102620286e-07,1.407662323e-05,-1.729947875e-06,2.819877438e-06
4.700000000e-01,1.718613312e-05,1.097572948e-05,-1.359491227e-07,3.209292076e-06,7.429561265e-06,7.513625027e-06,6.733324617e-06,2.798654980e-06,7.588127069e-06,8.040910747e-06,5.547249187e-06,1.314887634e-05
4.800000000e-01,6.655477567e-06,1.478338089e-05,-1.549028964e-06,8.863509892e-07,2.131637802e-05,1.729904035e-05,4.516087010e-07,-2.718744702e-06,9.993800985e-06,3.394597992e-06,3.243726023e-06,7.420600003e-06
4.900000000e-01,1.905327128e-06,3.100197042e-06,3.150720527e-06,9.701889304e-06,-3.647660760e-06,-9.575627301e-06,7.223659728e-06,7.577298568e-06,-6.037759035e-06,8.931032026e-06,1.012728638e-05,-6.015588568e-06
5.000000000e-01,1.062357892e-05,-2.158733144e-06,-9.030303251e-07,-2.661809837e-06,1.666430039e-05,6.176003785e-07,1.526585667e-05,-2.642919420e-06,9.687805147e-06,-1.549660009e-06,5.788642357e-07,-7.526492064e-06
5.100000000e-01,3.547292700e-06,-7.853191784e-06,-1.982490738e-05,-4.847428147e-06,1.740532557e-06,-4.885297604e-07,-2.877358068e-06,-9.966925574e-07,-6.565146049e-06,5.080401355e-07,1.067348665e-05,-7.174286070e-06
5.200000000e-01,-8.119275007e-06,-4.556406759e-06,-2.780640630e-06,-8.730460360e-06,-1.757857700e-06,-4.530979622e-06,-3.642243750e-06,-4.693510193e-07,-6.291727680e-06,-1.878293614e-06,-1.369064466e-05,-9.863220847e-06
5.300000000e-01,-7.672223688e-06,-7.964903167e-06,-7.766692890e-06,-1.116912984e-05,-1.410561082e-05,-5.089096692e-07,1.054914319e-06,-6.746791594e-06,-3.168621071e-06,8.798194815e-07,-1.426066078e-05,-1.564780220e-05
5.400000000e-01,-1.343799422e-05,-1.277481103e-05,-7.076744536e-06,-7.226667774e-06,3.828977529e-06,-1.435668105e-05,-8.561945427e-06,2.167221101e-07,-8.466373723e-06,-1.180874024e-05,-3.401071655e-06,-1.070922976e-05
5.500000000e-01,-8.997559196e-06,9.663261408e-06,-2.202397033e-06,-8.288245401e-06,-4.139915129e-06,-8.064930114e-06,-2.771054760e-06,-1.152703579e-05,-1.657526854e-05,-1.041709333e-05,-1.096046505e-05,-7.848577925e-06
5.600000000e-01,1.316483253e-07,-3.634042646e-06,-8.780288214e-06,1.417178461e-06,-5.501131158e-06,-3.591825138e-06,-6.186511772e-06,-1.607288362e-05,6.810309342e-06,-1.908597150e-06,1.370412660e-06,-4.117239576e-06
5.700000000e-01,-9.698330929e-06,4.213549913e-07,1.451410583e-05,2.908265754e-06,-5.727855317e-06,3.616983562e-06,9.885940045e-06,-5.493769641e-07,2.371469734e-06,4.071514488e-06,-1.783868174e-06,8.276006747e-06
5.800000000e-01,-4.414463511e-06,-1.118577538e-06,-3.753741531e-06,-1.572673322e-05,1.507357193e-06,-5.245943073e-06,8.574065523e-06,-1.121308076e-05,3.240912934e-07,1.845650435e-06,1.617143910e-06,4.877018126e-06
5.900000000e-01,-2.151150594e-06,1.661625156e-05,4.447969950e-06,-4.228392339e-06,-5.336908342e-06,7.277074906e-07,5.786499911e-06,7.666961235e-06,9.084786177e-06,4.808819470e-06,1.443481224e-05,6.935289926e-06
6.000000000e-01,-4.924665753e-06,1.028527479e-05,-3.354807067e-06,1.573675947e-06,4.769929714e-06,-8.794232352e-07,-2.581991643e-06,1.715267126e-07,5.535478491e-06,5.057483400e-06,-1.538839135e-06,-1.326154916e-06
6.100000000e-01,-9.514135117e-06,-1.257489309e-05,-7.807076886e-06,2.456519263e-06,9.821547490e-07,5.120755108e-07,8.925372344e-06,1.852409990e-06,3.350906894e-06,-6.155897065e-06,-9.174724060e-06,-7.886194310e-06
6.200000000e-01,-1.805969842e-06,7.010316009e-06,-5.279883523e-07,-3.976946537e-06,2.333101033e-06,-9.064754074e-06,-9.112877086e-07,-5.929035622e-06,-1.011590470e-05,2.192467324e-06,-1.868300238e-06,-1.383259177e-05
6.300000000e-01,-1.545138108e-05,-1.417839287e-06,2.934249106e-06,1.464032345e-06,-7.975654688e-07,-1.949626795e-05,-1.342187674e-06,-7.986947300e-06,1.810549380e-06,-2.548625906e-06,4.879359973e-06,-4.931714860e-06
6.400000000e-01,1.053840231e-06,8.529134315e-07,4.434843216e-07,9.798838251e-06,-2.707554081e-06,-2.167484275e-06,7.054626436e-06,5.448863436e-06,-4.724771857e-06,-7.806203436e-06,-1.235583566e-05,-8.030241357e-06
6.500000000e-01,-3.811013486e-06,2.900664426e-06,-2.840371966e-06,-3.735992517e-06,1.150844082e-05,2.887679029e-06,4.711792084e-06,2.489519595e-06,-7.332602766e-06,-7.819135708e-06,-1.326110765e-07,-4.171591617e-06
6.600000000e-01,1.249557678e-05,-3.092952165e-06,-2.070390348e-06,-6.326497355e-06,-4.003403138e-06,9.475232704e-08,-7.526507050e-06,-5.712424026e-06,5.702382766e-06,8.654342270e-06,-8.932568847e-06,2.855791136e-06
6.700000000e-01,1.221922442e-05,-1.157575302e-05,-8.563823655e-07,1.075541930e-05,7.598958698e-06,-3.528828782e-06,9.033403387e-06,-5.040663533e-06,-9.619779597e-06,8.130485769e-06,-6.722322781e-06,1.402267377e-06
6.800000000e-01,6.521392535e-06,-6.019522051e-06,-7.296937507e-06,-2.009573977e-06,-8.266936829e-06,4.508681573e-06,-6.855146557e-06,9.418989983e-06,-5.047317278e-06,-8.957961963e-07,1.538895403e-05,8.058700588e-06
6.900000000e-01,-6.387611699e-06,3.182994737e-06,7.816193441e-06,2.187964539e-05,4.217698724e-06,2.846002034e-06,1.263498032e-05,1.007676939e-05,-6.287662026e-06,1.361404894e-05,1.098146319e-05,5.295493103e-06
7.000000000e-01,2.544361582e-06,-6.693516260e-06,8.752018851e-06,6.933371959e-06,1.395682877e-05,1.621777830e-06,1.371359887e-05,-4.614279969e-06,1.392860399e-05,-6.630359353e-06,1.999171266e-06,3.482436109e-07
7.100000000e-01,3.805302991e-06,1.349343062e-05,2.058963782e-06,-2.171083984e-07,7.767748355e-06,6.795170640e-06,1.073156395e-05,9.231277824e-06,4.407936420e-06,-7.400740215e-07,5.798878756e-06,1.587988725e-06
7.200000000e-01,-1.061096221e-06,2.898855042e-07,-1.012166211e-06,5.237356712e-07,1.997358904e-06,-2.388962780e-06,1.548387740e-05,-1.684145376e-05,4.428509214e-07,9.250831781e-06,2.378909666e-06,2.285205945e-06
7.300000000e-01,8.577419020e-06,-1.431909687e-06,-1.126694437e-05,1.358081733e-05,1.079192140e-05,-2.272725112e-06,6.869934965e-06,-7.851855228e-07,-7.377204511e-06,1.412811410e-05,-2.928490138e-06,5.863250405e-06
7.400000000e-01,-5.523425127e-06,7.186470991e-06,5.994802392e-09,6.795845550e-07,-1.331442585e-05,-8.610369654e-06,5.149072370e-06,5.349844758e-06,1.304325323e-05,-5.487998955e-06,3.454676045e-06,6.368773603e-08
7.500000000e-01,1.224873863e-05,4.104412972e-06,1.350411118e-06,8.426169874e-07,2.123429157e-06,-4.238980957e-06,-1.841570813e-06,-5.040362882e-06,-8.523862936e-06,-5.965410745e-06,-1.287460559e-05,1.146354767e-05
7.600000000e-01,-1.586142830e-05,-1.427725470e-06,-2.609639034e-06,-2.766786676e-06,7.131723082e-06,-1.041016526e-05,-1.336209563e-05,-2.024748967e-06,-6.875235431e-06,-9.529903657e-06,-9.246028442e-06,-1.142479930e-05
7.700000000e-01,2.747276750e-07,1.656590679e-05,7.195620206e-06,-2.235947939e-07,1.225391217e-05,-1.068102173e-05,1.367578147e-05,-9.293829924e-06,2.500274591e-06,8.259552757e-06,-1.064341516e-05,-6.245926824e-06
7.800000000e-01,-3.099240263e-06,-5.031387080e-06,5.309275714e-06,1.463279665e-05,8.079243114e-06,1.477807769e-06,1.155145781e-05,1.978515650e-05,5.217775808e-06,5.437513434e-06,1.823726746e-06,-2.798036824e-06
7.900000000e-01,1.235573609e-05,-5.201685390e-06,-1.768456665e-06,2.338932417e-05,-2.958975685e-06,4.624298572e-07,3.548399450e-06,7.931432519e-06,-7.218811877e-06,3.574044826e-06,1.906785999e-05,9.687356056e-06
8.000000000e-01,1.188766262e-05,1.532580863e-05,1.124213988e-05,1.547537688e-05,-3.006540336e-06,1.219449869e-05,1.693909655e-05,3.443366357e-06,1.298902743e-06,1.130444072e-05,-7.167416713e-07,-3.136231943e-06
8.100000000e-01,1.721817094e-06,5.140590409e-06,3.279868652e-06,1.674318758e-05,7.288613052e-06,8.966961841e-06,4.607009242e-07,2.415142237e-05,3.175464117e-06,5.832649011e-07,8.049724334e-06,8.539977447e-06
8.200000000e-01,3.274956618e-06,1.053166797e-05,5.634754315e-06,-4.486185302e-06,1.082833087e-06,-7.451154232e-06,-2.522836799e-06,7.029797663e-06,5.680587798e-06,5.081289556e-06,5.414554202e-06,2.770063686e-06
8.300000000e-01,6.894837704e-07,9.081518079e-06,5.822608253e-06,3.276540462e-06,-5.859671542e-06,3.484510333e-06,1.133920213e-06,-3.563170416e-06,3.950765739e-06,4.354935600e-06,1.802318949e-07,-7.616780420e-06
8.400000000e-01,-3.705267184e-06,-1.300986755e-05,4.801212023e-06,-1.695939492e-06,-1.174414408e-05,7.644370197e-06,3.032014964e-06,-6.821932107e-06,-8.996869426e-06,8.114712219e-06,5.129170149e-06,-6.139950046e-06
8.500000000e-01,5.648940630e-06,-1.812628365e-05,-5.636181213e-06,-7.300027904e-07,1.813500284e-07,-1.102721260e-05,3.916981089e-06,9.436291054e-08,-1.246917560e-06,-8.950004463e-08,-4.304503316e-06,7.418662550e-06
8.600000000e-01,-4.133194634e-06,6.299439514e-06,-1.429633125e-05,-2.401011107e-06,1.256508243e-06,-8.002259914e-06,-1.347986323e-05,-6.742010852e-06,-7.763028065e-06,1.292387278e-07,-8.838854290e-06,-1.181388034e-05
8.700000000e-01,6.295538931e-06,2.099880687e-06,-2.503363463e-05,-9.799018567e-06,1.812461467e-06,-1.315123292e-05,9.136942193e-06,-1.175505072e-05,-1.125892042e-05,-9.881815291e-06,-6.226462441e-06,-6.613786929e-06
8.800000000e-01,-1.061103165e-05,-1.774365078e-05,3.033697130e-07,5.021743449e-06,-1.363160387e-05,4.545208242e-07,3.974263291e-06,-7.269818024e-06,-2.622201115e-06,-4.775690207e-06,-7.387207949e-06,-1.093118155e-05
8.900000000e-01,-1.456876302e-05,6.230728623e-06,7.515461990e-06,1.929497675e-06,4.958799636e-07,-8.875107183e-07,-4.091978206e-06,6.330321084e-07,-1.798089624e-06,2.294780031e-06,-2.277288641e-06,-3.192583248e-06
9.000000000e-01,8.026018314e-06,5.332890112e-06,3.358846251e-06,-2.305085703e-06,-3.524071690e-06,2.534078997e-06,-2.527875736e-06,-6.258547656e-06,1.125523367e-06,-1.007252965e-05,-1.455684716e-06,-1.463265594e-06
9.100000000e-01,-2.130033356e-06,1.014719385e-05,7.549935602e-06,-3.429514917e-06,3.272828410e-06,4.599524484e-06,1.230832310e-05,1.098334904e-05,-1.167125248e-05,1.830335950e-06,9.588010023e-06,-8.442528430e-06
9.200000000e-01,-1.923498954e-07,8.198639525e-08,-4.177824057e-06,2.389329287e-06,1.132404781e-05,2.169160297e-07,2.826177213e-06,7.505488298e-07,3.246492598e-06,2.216399714e-06,8.714288145e-08,3.269537263e-06
9.300000000e-01,-7.430418711e-06,-2.163527927e-06,3.911722042e-07,1.014467361e-05,5.789436376e-06,-2.408658484e-06,4.648463868e-06,9.834309072e-06,-1.026395618e-05,1.607313379e-06,-1.095395547e-05,-2.231731323e-06
9.400000000e-01,7.328939578e-06,1.082389802e-05,-6.196395271e-06,2.870039260e-06,-5.339019697e-06,-7.017810919e-06,5.690519654e-06,6.514458660e-06,-8.224572890e-06,-9.669044123e-06,-3.972239962e-06,9.297677877e-06
9.500000000e-01,2.512933125e-06,-5.431065013e-06,-1.023568778e-05,-1.508841908e-06,-1.505357685e-06,1.016993430e-06,-1.880121735e-05,-2.641363401e-06,2.182597979e-06,-1.733738571e-07,-6.154361391e-07,8.611294815e-07
9.600000000e-01,-6.063658962e-06,-1.171208814e-06,-1.419435884e-05,2.865832035e-06,-1.067959582e-05,-1.041365251e-05,-7.614861234e-06,-9.310175715e-06,-5.043082559e-06,3.249144154e-06,-8.069129786e-06,-1.661675926e-05
9.700000000e-01,-7.546276142e-06,-1.050998235e-05,-1.007183663e-05,-3.977486959e-06,-1.786152156e-05,-1.386718633e-05,-2.041245586e-05,-1.407605514e-05,1.294362585e-06,-1.689233031e-05,-1.931320442e-05,-1.118665259e-05
9.800000000e-01,-2.923938676e-05,-2.707630154e-06,-1.258690709e-05,-8.317240567e-07,9.164301902e-07,-5.368165621e-07,9.314034176e-08,-7.569250045e-07,-1.509963033e-05,-3.785864213e-06,-1.700720130e-05,-1.155638693e-05
9.900000000e-01,3.562195616e-06,-1.295211731e-06,5.618827353e-06,-5.756185800e-06,-3.334991902e-06,2.323488194e-06,5.112837429e-06,-7.657937167e-06,-1.766835933e-06,-2.043244981e-06,1.294250167e-07,3.554364838e-06
1.000000000e+00,-7.763871994e-08,-9.920824790e-06,7.481258540e-06,-6.410094448e-06,-2.038121497e-06,3.789650294e-06,-4.374173512e-06,-4.469937055e-06,-1.503526165e-06,-2.856649395e-06,1.555214284e-06,1.225117914e-05
1.010000000e+00,2.385240932e-06,6.566348494e-06,-2.803142724e-06,1.194460337e-06,-9.323837387e-06,-5.715470386e-07,1.127923446e-05,4.865407849e-06,-1.852028105e-06,-4.632364889e-06,-7.572780662e-06,7.424844908e-06
1.020000000e+00,1.110741280e-05,2.677927921e-06,1.237204701e-05,-2.888947925e-06,1.549344982e-05,-6.193057542e-06,6.019711869e-06,8.567159111e-06,-4.195550421e-07,7.543402360e-06,1.460254625e-05,-6.291341803e-08
1.030000000e+00,1.221167292e-05,-2.642188082e-07,2.726176042e-06,9.012860623e-06,1.676305739e-05,1.040901711e-05,-7.988508918e-06,7.995887443e-06,8.431019260e-06,5.852800381e-06,4.023291729e-06,-4.191822220e-06
1.040000000e+00,6.835275948e-06,8.679122338e-06,2.607524486e-06,5.474893131e-06,4.402428756e-07,-2.529200757e-06,-2.419121471e-06,8.063582271e-06,-6.134252497e-07,6.732084253e-06,4.723645823e-06,-7.073887705e-07
1.050000000e+00,6.752823157e-06,8.956579652e-06,1.189127240e-05,5.420277774e-06,1.426596091e-05,-1.302028722e-05,-1.119725816e-05,1.883837659e-06,3.807358206e-06,1.011205753e-06,1.399421657e-07,-3.089199582e-07
1.060000000e+00,-6.188732017e-06,3.151994139e-06,1.675429031e-06,-8.744174230e-06,8.891436775e-06,-3.058742699e-06,8.344571417e-06,2.828617703e-06,5.853624317e-06,2.677082123e-06,6.475488395e-06,3.727054809e-06
1.070000000e+00,1.107062032e-05,-5.327726675e-06,1.589710494e-06,4.270230927e-06,1.030145799e-05,3.460065775e-06,-6.122167727e-06,-1.617023513e-06,1.737777392e-05,-1.067986458e-05,-4.037560433e-07,-3.458863019e-06
1.080000000e+00,7.588489974e-06,-7.206063772e-06,-4.394595423e-06,9.143300188e-06,-7.333256073e-06,4.160350624e-06,-1.558813546e-05,1.073970382e-06,-9.436614686e-06,-1.785999488e-06,1.896376003e-06,1.197859220e-05
1.090000000e+00,1.586257088e-05,-1.115908360e-06,-5.130410008e-06,-9.738843509e-06,-1.796649061e-06,5.807681246e-06,1.145981240e-06,-1.142375512e-05,1.246526554e-05,-1.615387148e-05,3.797765019e-06,-1.917885851e-06
1.100000000e+00,5.077920032e-06,1.711250196e-06,-3.860807164e-06,2.616738747e-06,-6.517196722e-06,-4.982378372e-06,-3.650732030e-06,-4.931578180e-06,1.638245706e-06,1.012264223e-05,-1.963505402e-06,-6.384802382e-06
1.110000000e+00,3.166681845e-07,8.367613945e-06,-2.544458498e-08,1.935182492e-06,1.693247629e-05,1.838756631e-05,-4.367553333e-06,-3.482350247e-06,-8.766469324e-06,6.476421147e-06,-1.168679173e-06,1.541274370e-05
1.120000000e+00,6.812271907e-06,3.835377974e-06,4.235604375e-06,-1.212328205e-05,1.664990507e-05,5.338546453e-06,-2.060641947e-06,1.952118075e-07,-5.412478226e-06,8.020604636e-06,4.624123741e-06,8.796711880e-06
